,image_id,strip_id,sensor_id,date,time,cloud_percent,item_type,image_geom,image_coords,image_area,aoi_coverage
2,20170527_151616_0e0e,520425,PS2,5/27/2017,15:16:16,NA,PSScene,"[[[-78.90313670405119, 34.875623068520156], [-78.92269702079152, 34.80186072514133], [-78.64762627034925, 34.75266711956795], [-78.62837969201192, 34.826485183267145], [-78.90313670405119, 34.875623068520156]]]","[[-78.90313670405119, 34.875623068520156], [-78.92269702079152, 34.80186072514133], [-78.64762627034925, 34.75266711956795], [-78.62837969201192, 34.826485183267145], [-78.90313670405119, 34.875623068520156]]","POLYGON ((-78.90313670405119 34.875623068520156, -78.92269702079152 34.80186072514133, -78.64762627034925 34.75266711956795, -78.62837969201192 34.826485183267145, -78.90313670405119 34.875623068520156))",100
3,20170527_225903_0c79,520705,PS2,5/27/2017,22:59:03,NA,PSScene,"[[[-78.74372597429506, 34.70601091064197], [-78.69832481446457, 34.74164460858492], [-78.84138184781904, 34.86469485032798], [-78.88655404845922, 34.82874413363253], [-78.74372597429506, 34.70601091064197]]]","[[-78.74372597429506, 34.70601091064197], [-78.69832481446457, 34.74164460858492], [-78.84138184781904, 34.86469485032798], [-78.88655404845922, 34.82874413363253], [-78.74372597429506, 34.70601091064197]]","POLYGON ((-78.74372597429506 34.70601091064197, -78.69832481446457 34.74164460858492, -78.84138184781904 34.86469485032798, -78.88655404845922 34.82874413363253, -78.74372597429506 34.70601091064197))",100
4,20170526_151113_1035,518931,PS2,5/26/2017,15:11:13,NA,PSScene,"[[[-79.07250407249984, 34.91643447613288], [-79.09202752569617, 34.84210389961121], [-78.8113396462364, 34.79240980940609], [-78.7921098619817, 34.86679537301185], [-79.07250407249984, 34.91643447613288]]]","[[-79.07250407249984, 34.91643447613288], [-79.09202752569617, 34.84210389961121], [-78.8113396462364, 34.79240980940609], [-78.7921098619817, 34.86679537301185], [-79.07250407249984, 34.91643447613288]]","POLYGON ((-79.07250407249984 34.91643447613288, -79.09202752569617 34.84210389961121, -78.8113396462364 34.79240980940609, -78.7921098619817 34.86679537301185, -79.07250407249984 34.91643447613288))",100
5,20170526_151125_0f12,520105,PS2,5/26/2017,15:11:25,NA,PSScene,"[[[-79.08816582845702, 34.92400513468151], [-79.10798056701329, 34.84892784617987], [-78.82649621398625, 34.798845843252295], [-78.80695811154331, 34.87401620861746], [-79.08816582845702, 34.92400513468151]]]","[[-79.08816582845702, 34.92400513468151], [-79.10798056701329, 34.84892784617987], [-78.82649621398625, 34.798845843252295], [-78.80695811154331, 34.87401620861746], [-79.08816582845702, 34.92400513468151]]","POLYGON ((-79.08816582845702 34.92400513468151, -79.10798056701329 34.84892784617987, -78.82649621398625 34.798845843252295, -78.80695811154331 34.87401620861746, -79.08816582845702 34.92400513468151))",100
6,20170517_151041_1021,510288,PS2,5/17/2017,15:10:41,NA,PSScene,"[[[-79.06315386529214, 34.894215416841384], [-79.08292333527648, 34.819109736923735], [-78.80132425767815, 34.769201109586234], [-78.78191142934173, 34.844407601959546], [-79.06315386529214, 34.894215416841384]]]","[[-79.06315386529214, 34.894215416841384], [-79.08292333527648, 34.819109736923735], [-78.80132425767815, 34.769201109586234], [-78.78191142934173, 34.844407601959546], [-79.06315386529214, 34.894215416841384]]","POLYGON ((-79.06315386529214 34.894215416841384, -79.08292333527648 34.819109736923735, -78.80132425767815 34.769201109586234, -78.78191142934173 34.844407601959546, -79.06315386529214 34.894215416841384))",100
7,20170517_151730_0e0d,507834,PS2,5/17/2017,15:17:30,NA,PSScene,"[[[-78.97565051000787, 34.9131620324955], [-78.99417630344797, 34.838635016821414], [-78.7143109932172, 34.79169667664768], [-78.6960231789606, 34.86630776937684], [-78.97565051000787, 34.9131620324955]]]","[[-78.97565051000787, 34.9131620324955], [-78.99417630344797, 34.838635016821414], [-78.7143109932172, 34.79169667664768], [-78.6960231789606, 34.86630776937684], [-78.97565051000787, 34.9131620324955]]","POLYGON ((-78.97565051000787 34.9131620324955, -78.99417630344797 34.838635016821414, -78.7143109932172 34.79169667664768, -78.6960231789606 34.86630776937684, -78.97565051000787 34.9131620324955))",100
8,20170515_151049_1031,514804,PS2,5/15/2017,15:10:49,NA,PSScene,"[[[-79.05681963752387, 34.94124205495397], [-79.0766705777598, 34.86587693782727], [-78.79420350296402, 34.815748400119915], [-78.77465548759358, 34.89112970961777], [-79.05681963752387, 34.94124205495397]]]","[[-79.05681963752387, 34.94124205495397], [-79.0766705777598, 34.86587693782727], [-78.79420350296402, 34.815748400119915], [-78.77465548759358, 34.89112970961777], [-79.05681963752387, 34.94124205495397]]","POLYGON ((-79.05681963752387 34.94124205495397, -79.0766705777598 34.86587693782727, -78.79420350296402 34.815748400119915, -78.77465548759358 34.89112970961777, -79.05681963752387 34.94124205495397))",100
9,20170507_151005_0f28,493908,PS2,5/7/2017,15:10:05,NA,PSScene,"[[[-78.98499614818076, 34.88428437648507], [-79.00481427233372, 34.80933721968426], [-78.72187368695707, 34.758897117052406], [-78.70238548243856, 34.83388663119789], [-78.98499614818076, 34.88428437648507]]]","[[-78.98499614818076, 34.88428437648507], [-79.00481427233372, 34.80933721968426], [-78.72187368695707, 34.758897117052406], [-78.70238548243856, 34.83388663119789], [-78.98499614818076, 34.88428437648507]]","POLYGON ((-78.98499614818076 34.88428437648507, -79.00481427233372 34.80933721968426, -78.72187368695707 34.758897117052406, -78.70238548243856 34.83388663119789, -78.98499614818076 34.88428437648507))",100
10,20170502_151618_0e30,488603,PS2,5/2/2017,15:16:18,NA,PSScene,"[[[-79.055771377006, 34.926308681630374], [-79.07575590010927, 34.8541035472123], [-78.79726179231454, 34.80214158881033], [-78.77755732294099, 34.87441333244254], [-79.055771377006, 34.926308681630374]]]","[[-79.055771377006, 34.926308681630374], [-79.07575590010927, 34.8541035472123], [-78.79726179231454, 34.80214158881033], [-78.77755732294099, 34.87441333244254], [-79.055771377006, 34.926308681630374]]","POLYGON ((-79.055771377006 34.926308681630374, -79.07575590010927 34.8541035472123, -78.79726179231454 34.80214158881033, -78.77755732294099 34.87441333244254, -79.055771377006 34.926308681630374))",100
11,20170414_150850_1001,466566,PS2,4/14/2017,15:08:50,NA,PSScene,"[[[-78.98981138458429, 34.88074002899716], [-79.00927385738323, 34.80694780511001], [-78.73075751887424, 34.75735032311163], [-78.71155918141714, 34.83119758399646], [-78.98981138458429, 34.88074002899716]]]","[[-78.98981138458429, 34.88074002899716], [-79.00927385738323, 34.80694780511001], [-78.73075751887424, 34.75735032311163], [-78.71155918141714, 34.83119758399646], [-78.98981138458429, 34.88074002899716]]","POLYGON ((-78.98981138458429 34.88074002899716, -79.00927385738323 34.80694780511001, -78.73075751887424 34.75735032311163, -78.71155918141714 34.83119758399646, -78.98981138458429 34.88074002899716))",100
12,20170404_151618_0e3a,457093,PS2,4/4/2017,15:16:18,NA,PSScene,"[[[-78.98079437955008, 34.921278927123524], [-78.99973882905391, 34.84601659318733], [-78.71498665842262, 34.79771344756631], [-78.69631501443351, 34.87304059148432], [-78.98079437955008, 34.921278927123524]]]","[[-78.98079437955008, 34.921278927123524], [-78.99973882905391, 34.84601659318733], [-78.71498665842262, 34.79771344756631], [-78.69631501443351, 34.87304059148432], [-78.98079437955008, 34.921278927123524]]","POLYGON ((-78.98079437955008 34.921278927123524, -78.99973882905391 34.84601659318733, -78.71498665842262 34.79771344756631, -78.69631501443351 34.87304059148432, -78.98079437955008 34.921278927123524))",100
13,20170404_203209_0c37,458319,PS2,4/4/2017,20:32:09,NA,PSScene,"[[[-78.71435751465394, 34.69934997153109], [-78.66728714708647, 34.73795005651252], [-78.81839251475573, 34.86234791908421], [-78.86507715261398, 34.82339162062368], [-78.71435751465394, 34.69934997153109]]]","[[-78.71435751465394, 34.69934997153109], [-78.66728714708647, 34.73795005651252], [-78.81839251475573, 34.86234791908421], [-78.86507715261398, 34.82339162062368], [-78.71435751465394, 34.69934997153109]]","POLYGON ((-78.71435751465394 34.69934997153109, -78.66728714708647 34.73795005651252, -78.81839251475573 34.86234791908421, -78.86507715261398 34.82339162062368, -78.71435751465394 34.69934997153109))",100
14,20170402_211714_0c79,455232,PS2,4/2/2017,21:17:14,NA,PSScene,"[[[-78.75883462595378, 34.728748284962705], [-78.71187982413292, 34.765374909089815], [-78.85882513228464, 34.8925328791932], [-78.90552677339085, 34.85558227199674], [-78.75883462595378, 34.728748284962705]]]","[[-78.75883462595378, 34.728748284962705], [-78.71187982413292, 34.765374909089815], [-78.85882513228464, 34.8925328791932], [-78.90552677339085, 34.85558227199674], [-78.75883462595378, 34.728748284962705]]","POLYGON ((-78.75883462595378 34.728748284962705, -78.71187982413292 34.765374909089815, -78.85882513228464 34.8925328791932, -78.90552677339085 34.85558227199674, -78.75883462595378 34.728748284962705))",100
15,20170331_151538_0e16,453838,PS2,3/31/2017,15:15:38,NA,PSScene,"[[[-78.8664054465928, 34.90993033273193], [-78.8869079630481, 34.8356094172365], [-78.60680717396326, 34.783530742331905], [-78.5866343726966, 34.85789790738154], [-78.8664054465928, 34.90993033273193]]]","[[-78.8664054465928, 34.90993033273193], [-78.8869079630481, 34.8356094172365], [-78.60680717396326, 34.783530742331905], [-78.5866343726966, 34.85789790738154], [-78.8664054465928, 34.90993033273193]]","POLYGON ((-78.8664054465928 34.90993033273193, -78.8869079630481 34.8356094172365, -78.60680717396326 34.783530742331905, -78.5866343726966 34.85789790738154, -78.8664054465928 34.90993033273193))",100
16,20170329_151524_0e19,450827,PS2,3/29/2017,15:15:24,NA,PSScene,"[[[-79.0499936316032, 34.934813527987984], [-79.06922262894999, 34.859155676838675], [-78.7840360027244, 34.81033374511876], [-78.76511261810839, 34.88602780930422], [-79.0499936316032, 34.934813527987984]]]","[[-79.0499936316032, 34.934813527987984], [-79.06922262894999, 34.859155676838675], [-78.7840360027244, 34.81033374511876], [-78.76511261810839, 34.88602780930422], [-79.0499936316032, 34.934813527987984]]","POLYGON ((-79.0499936316032 34.934813527987984, -79.06922262894999 34.859155676838675, -78.7840360027244 34.81033374511876, -78.76511261810839 34.88602780930422, -79.0499936316032 34.934813527987984))",100
17,20170323_151511_0e1f,443278,PS2,3/23/2017,15:15:11,NA,PSScene,"[[[-78.90604694914265, 34.87851497023858], [-78.92596590568614, 34.80296571515354], [-78.64247852513105, 34.75251507482114], [-78.62285435079882, 34.828107008101036], [-78.90604694914265, 34.87851497023858]]]","[[-78.90604694914265, 34.87851497023858], [-78.92596590568614, 34.80296571515354], [-78.64247852513105, 34.75251507482114], [-78.62285435079882, 34.828107008101036], [-78.90604694914265, 34.87851497023858]]","POLYGON ((-78.90604694914265 34.87851497023858, -78.92596590568614 34.80296571515354, -78.64247852513105 34.75251507482114, -78.62285435079882 34.828107008101036, -78.90604694914265 34.87851497023858))",100
18,20170304_151452_0e20,427110,PS2,3/4/2017,15:14:52,NA,PSScene,"[[[-78.97223032325228, 34.88015443122869], [-78.99264954085213, 34.806049786231526], [-78.71631276963933, 34.754690945109374], [-78.69622207441509, 34.8288519218517], [-78.97223032325228, 34.88015443122869]]]","[[-78.97223032325228, 34.88015443122869], [-78.99264954085213, 34.806049786231526], [-78.71631276963933, 34.754690945109374], [-78.69622207441509, 34.8288519218517], [-78.97223032325228, 34.88015443122869]]","POLYGON ((-78.97223032325228 34.88015443122869, -78.99264954085213 34.806049786231526, -78.71631276963933 34.754690945109374, -78.69622207441509 34.8288519218517, -78.97223032325228 34.88015443122869))",100
19,20170225_151527_0e16,420759,PS2,2/25/2017,15:15:27,NA,PSScene,"[[[-79.05389798074877, 34.93792079336434], [-79.07386554674738, 34.86542349142697], [-78.80052254163856, 34.814725354803], [-78.7808778754393, 34.887284189177336], [-79.05389798074877, 34.93792079336434]]]","[[-79.05389798074877, 34.93792079336434], [-79.07386554674738, 34.86542349142697], [-78.80052254163856, 34.814725354803], [-78.7808778754393, 34.887284189177336], [-79.05389798074877, 34.93792079336434]]","POLYGON ((-79.05389798074877 34.93792079336434, -79.07386554674738 34.86542349142697, -78.80052254163856 34.814725354803, -78.7808778754393 34.887284189177336, -79.05389798074877 34.93792079336434))",100
20,20170217_151418_0e1f,413587,PS2,2/17/2017,15:14:18,NA,PSScene,"[[[-78.92402224727617, 34.897046185671265], [-78.9435762179187, 34.82315399966218], [-78.66625436710271, 34.7736334654403], [-78.64699504380249, 34.84756588453539], [-78.92402224727617, 34.897046185671265]]]","[[-78.92402224727617, 34.897046185671265], [-78.9435762179187, 34.82315399966218], [-78.66625436710271, 34.7736334654403], [-78.64699504380249, 34.84756588453539], [-78.92402224727617, 34.897046185671265]]","POLYGON ((-78.92402224727617 34.897046185671265, -78.9435762179187 34.82315399966218, -78.66625436710271 34.7736334654403, -78.64699504380249 34.84756588453539, -78.92402224727617 34.897046185671265))",100
21,20170210_175643_0c65,404518,PS2,2/10/2017,17:56:43,NA,PSScene,"[[[-78.94387321204482, 34.975469647760924], [-78.99269608519934, 34.93971652702009], [-78.85006543233202, 34.80821304288081], [-78.80151577962494, 34.844130839109795], [-78.94387321204482, 34.975469647760924]]]","[[-78.94387321204482, 34.975469647760924], [-78.99269608519934, 34.93971652702009], [-78.85006543233202, 34.80821304288081], [-78.80151577962494, 34.844130839109795], [-78.94387321204482, 34.975469647760924]]","POLYGON ((-78.94387321204482 34.975469647760924, -78.99269608519934 34.93971652702009, -78.85006543233202 34.80821304288081, -78.80151577962494 34.844130839109795, -78.94387321204482 34.975469647760924))",100
22,20170204_151303_0e30,398039,PS2,2/4/2017,15:13:03,NA,PSScene,"[[[-78.8365950520044, 34.90117004580177], [-78.85647727766269, 34.82959766278556], [-78.58056775153813, 34.77789422138135], [-78.56102714036479, 34.84953354888066], [-78.8365950520044, 34.90117004580177]]]","[[-78.8365950520044, 34.90117004580177], [-78.85647727766269, 34.82959766278556], [-78.58056775153813, 34.77789422138135], [-78.56102714036479, 34.84953354888066], [-78.8365950520044, 34.90117004580177]]","POLYGON ((-78.8365950520044 34.90117004580177, -78.85647727766269 34.82959766278556, -78.58056775153813 34.77789422138135, -78.56102714036479 34.84953354888066, -78.8365950520044 34.90117004580177))",100
0,20170816_220220_0c43,693045,PS2,8/16/2017,22:02:20,NA,PSScene,"[[[-78.79337708834755, 34.81634659218948], [-78.8434356554475, 34.85048127382605], [-78.97534493224593, 34.7177508986625], [-78.92506658528471, 34.683939552882], [-78.79337708834755, 34.81634659218948]]]","[[-78.79337708834755, 34.81634659218948], [-78.8434356554475, 34.85048127382605], [-78.97534493224593, 34.7177508986625], [-78.92506658528471, 34.683939552882], [-78.79337708834755, 34.81634659218948]]","POLYGON ((-78.79337708834755 34.81634659218948, -78.8434356554475 34.85048127382605, -78.97534493224593 34.7177508986625, -78.92506658528471 34.683939552882, -78.79337708834755 34.81634659218948))",99.35425723
1,20171231_151933_1024,1028590,PS2,12/31/2017,15:19:33,NA,PSScene,"[[[-78.89205615160759, 34.89112670293767], [-78.91121778184556, 34.81766490526624], [-78.63321855930322, 34.76881349886914], [-78.61445568985049, 34.842246757985585], [-78.89205615160759, 34.89112670293767]]]","[[-78.89205615160759, 34.89112670293767], [-78.91121778184556, 34.81766490526624], [-78.63321855930322, 34.76881349886914], [-78.61445568985049, 34.842246757985585], [-78.89205615160759, 34.89112670293767]]","POLYGON ((-78.89205615160759 34.89112670293767, -78.91121778184556 34.81766490526624, -78.63321855930322 34.76881349886914, -78.61445568985049 34.842246757985585, -78.89205615160759 34.89112670293767))",100
2,20171229_155845_0f29,1024278,PS2,12/29/2017,15:58:45,NA,PSScene,"[[[-78.97228462520349, 34.85329889761927], [-78.95588199383565, 34.78567479843772], [-78.70043424990355, 34.82829367131525], [-78.71722992409326, 34.89602757816692], [-78.97228462520349, 34.85329889761927]]]","[[-78.97228462520349, 34.85329889761927], [-78.95588199383565, 34.78567479843772], [-78.70043424990355, 34.82829367131525], [-78.71722992409326, 34.89602757816692], [-78.97228462520349, 34.85329889761927]]","POLYGON ((-78.97228462520349 34.85329889761927, -78.95588199383565 34.78567479843772, -78.70043424990355 34.82829367131525, -78.71722992409326 34.89602757816692, -78.97228462520349 34.85329889761927))",100
